show_id,person_name,role_type
"s189","Ramzy Bedia","Actor"
"s189","Éric Judor","Actor"
"s189","Benoît Magimel","Actor"
"s189","Kristin Scott Thomas","Actor"
"s189","Ramzy Bedia","Director"
"s189","Éric Judor","Director"
"s190","Um Sang-hyun","Actor"
"s190","Park Yoon-hee","Actor"
"s190","Kang Shi-hyun","Actor"
"s190","Hong Bum-ki","Actor"
"s191","Satya Dev","Actor"
"s191","Priyanka Jawalkar","Actor"
"s191","Brahmaji","Actor"
"s191","Sharan Koppisetty","Director"
"s192","Jeremy Renner","Actor"
"s192","Elizabeth Olsen","Actor"
"s192","Jon Bernthal","Actor"
"s192","Gil Birmingham","Actor"
"s192","Taylor Sheridan","Director"
"s193","Mithun Chakraborty","Actor"
"s193","Tusshar Kapoor","Actor"
"s193","Anupam Kher","Actor"
"s193","Rajpal Yadav","Actor"
"s193","Sachin Yardi","Director"
"s194","Jung Hae-in","Actor"
"s194","Koo Kyo-hwan","Actor"
"s194","Kim Sung-kyun","Actor"
"s194","Son Suk-ku","Actor"
"s195","Frank Ramirez","Actor"
"s195","Patricia Castañeda","Actor"
"s195","Chela del Río","Actor"
"s195","Patrick Delmas","Actor"
"s196","Sanjay Dutt","Actor"
"s196","Arjun Rampal","Actor"
"s196","Malaika Arora","Actor"
"s196","Aashish Chaudhary","Actor"
"s196","Saurabh Kabra","Director"
"s197","Addison Rae","Actor"
"s197","Tanner Buchanan","Actor"
"s197","Rachael Leigh Cook","Actor"
"s197","Madison Pettis","Actor"
"s197","Mark Waters","Director"
"s198","Michael J. Woodard","Actor"
"s198","Mary Lambert","Actor"
"s198","Jonathan Van Ness","Actor"
"s198","Haley Tju","Actor"
"s199","Sola Sobowale","Actor"
"s199","Toni Tones","Actor"
"s199","Richard Mofe-Damijo","Actor"
"s199","Efa Iwara","Actor"
"s199","Kemi Adetiba","Director"
"s200","Aftab Shivdasani","Actor"
"s200","Natassha","Actor"
"s200","Dipannita Sharma","Actor"
"s200","Himanshu Mallik","Actor"
"s200","Partho Mitra","Director"
"s201","Sohail Khan","Actor"
"s201","Isha Koppikar","Actor"
"s201","Natassha","Actor"
"s201","Rati Agnihotri","Actor"
"s201","Santram Varma","Director"
"s202","Tusshar Kapoor","Actor"
"s202","Esha Deol","Actor"
"s202","Natassha","Actor"
"s202","Vrajesh Hirjee","Actor"
"s202","Anil V. Kumar","Director"
"s202","Anurag Basu","Director"
"s203","Tusshar Kapoor","Actor"
"s203","Riteish Deshmukh","Actor"
"s203","Isha Koppikar","Actor"
"s203","Neha Dhupia","Actor"
"s203","Sangeeth Sivan","Director"
"s204","Tusshar Kapoor","Actor"
"s204","Aftab Shivdasani","Actor"
"s204","Krishna Abhishek","Actor"
"s204","Mandana Karimi","Actor"
"s204","Umesh Ghadge","Director"
"s205","Tusshar Kapoor","Actor"
"s205","Riteish Deshmukh","Actor"
"s205","Anupam Kher","Actor"
"s205","Rohit Shetty","Actor"
"s205","Sachin Yardi","Director"
"s206","Govinda","Actor"
"s206","Sushmita Sen","Actor"
"s206","Rambha","Actor"
"s206","Anupam Kher","Actor"
"s206","David Dhawan","Director"
"s207","Nushrat Bharucha","Actor"
"s207","Anshuman Jha","Actor"
"s207","Neha Chauhan","Actor"
"s207","Rajkummar Rao","Actor"
"s207","Dibakar Banerjee","Director"
"s208","Vivek Oberoi","Actor"
"s208","Zayed Khan","Actor"
"s208","Shriya Saran","Actor"
"s208","Nikitin Dheer","Actor"
"s208","Apoorva Lakhia","Director"
"s209","Ajay Devgn","Actor"
"s209","Emraan Hashmi","Actor"
"s209","Kangana Ranaut","Actor"
"s209","Prachi Desai","Actor"
"s209","Milan Luthria","Director"
"s210","Akshay Kumar","Actor"
"s210","Imran Khan","Actor"
"s210","Sonakshi Sinha","Actor"
"s210","Sonali Bendre","Actor"
"s210","Milan Luthria","Director"
"s211","Kainaz Motivala","Actor"
"s211","Rajkummar Rao","Actor"
"s211","Rajat Kaul","Actor"
"s211","Janice","Actor"
"s211","Pawan Kripalani","Director"
"s212","Sunny Leone","Actor"
"s212","Saahil Prem","Actor"
"s212","Parvin Dabas","Actor"
"s212","Sandhya Mridul","Actor"
"s212","Bhushan Patel","Director"
"s213","Charlie Murphy","Actor"
"s213","Ruth Bradley","Actor"
"s213","Sarah Greene","Actor"
"s213","Brian Gleeson","Actor"
"s214","King & Prince","Actor"
"s214","Hey! Say! JUMP","Actor"
"s214","KAT-TUN","Actor"
"s214","NEWS","Actor"
"s215","Sam Heughan","Actor"
"s215","Ruby Rose","Actor"
"s215","Andy Serkis","Actor"
"s215","Hannah John-Kamen","Actor"
"s215","Magnus Martens","Director"
"s216","Amitabh Bachchan","Actor"
"s216","Sanjay Dutt","Actor"
"s216","Sunil Shetty","Actor"
"s216","Arbaaz Khan","Actor"
"s216","Apoorva Lakhia","Director"
"s217","Sendhil Ramamurthy","Actor"
"s217","Tusshar Kapoor","Actor"
"s217","Nikhil Dwivedi","Actor"
"s217","Preeti Desai","Actor"
"s217","Raj Nidimoru","Director"
"s217","Krishna D.K.","Director"
"s218","Vidya Balan","Actor"
"s218","Emraan Hashmi","Actor"
"s218","Tusshar Kapoor","Actor"
"s218","Naseeruddin Shah","Actor"
"s218","Milan Luthria","Director"
"s220","Takuma Terashima","Actor"
"s220","Mikako Komatsu","Actor"
"s220","Rie Kugimiya","Actor"
"s220","Hiromichi Tezuka","Actor"
"s221","Loretta Devine","Actor"
"s221","Tia Mowry-Hardrict","Actor"
"s221","Anthony Alabi","Actor"
"s221","Talia Jackson","Actor"
"s222","Bob Ross","Actor"
"s222","Joshua Rofé","Director"
"s223","Zoe Kazan","Actor"
"s223","Betty Gabriel","Actor"
"s223","Adrian Grenier","Actor"
"s223","Phoenix Raei","Actor"
"s223","Brad Anderson","Director"
"s224","Mauricio Dias","Director"
"s224","Tatiana Villela","Director"
"s226","Maria Wawreniuk","Actor"
"s226","Ignacy Liss","Actor"
"s226","Michał Sikorski","Actor"
"s226","Wojciech Dolatowski","Actor"
"s227","Kathrine Thorborg Johansen","Actor"
"s227","Elias Holmen Sørensen","Actor"
"s227","André Sørum","Actor"
"s227","Kim Fairchild","Actor"
"s228","Kofi Siriboe","Actor"
"s228","Yootha Wong-Loi-Sing","Actor"
"s228","Michael Ealy","Actor"
"s228","Uzo Aduba","Actor"
"s228","Angel Kristi Williams","Director"
"s229","Pierce Brosnan","Actor"
"s229","Luke Bracey","Actor"
"s229","Olga Kurylenko","Actor"
"s229","Eliza Taylor","Actor"
"s229","Roger Donaldson","Director"
"s230","Brigitte Kali Canales","Actor"
"s230","Andrea Cortes","Actor"
"s230","Julia Vera","Actor"
"s230","Sal Lopez","Actor"
"s230","Christopher Alender","Director"
"s231","Rush Sturges","Director"
"s232","David Oyelowo","Actor"
"s232","Rosario Dawson","Actor"
"s232","Lonnie Chavis","Actor"
"s232","Amiah Miller","Actor"
"s232","David Oyelowo","Director"
"s233","Pat Sajak","Actor"
"s233","Vanna White","Actor"
"s234","Mark Lo","Director"
"s236","Crystal Moselle","Director"
"s237","Aishwarya Rajesh","Actor"
"s237","Vidhu","Actor"
"s237","Surya Ganapathy","Actor"
"s237","Madhuri","Actor"
"s237","Rathindran R Prasad","Director"
"s238","Aishwarya Rajesh","Actor"
"s238","Vidhu","Actor"
"s238","Surya Ganapathy","Actor"
"s238","Madhuri","Actor"
"s238","Rathindran R Prasad","Director"
"s239","Aishwarya Rajesh","Actor"
"s239","Vidhu","Actor"
"s239","Surya Ganapathy","Actor"
"s239","Madhuri","Actor"
"s239","Rathindran R Prasad","Director"
"s240","Aishwarya Rajesh","Actor"
"s240","Vidhu","Actor"
"s240","Surya Ganapathy","Actor"
"s240","Madhuri","Actor"
"s240","Rathindran R Prasad","Director"
"s241","Theo James","Actor"
"s241","Mary McDonnell","Actor"
"s241","Lara Pulver","Actor"
"s241","Graham McTavish","Actor"
"s241","Han Kwang Il","Director"
"s242","Melissa Roxburgh","Actor"
"s242","Josh Dallas","Actor"
"s242","Athena Karkanis","Actor"
"s242","J.R. Ramirez","Actor"
"s244","Lucía Uribe","Actor"
"s244","Flavio Medina","Actor"
"s244","Isabella Vazquez Morales","Actor"
"s244","Pierre Louis","Actor"
"s245","Ahmed El Fishawy","Actor"
"s245","Ruby","Actor"
"s245","Mohamed Mamdouh","Actor"
"s245","Ahmed Malek","Actor"
"s245","Karim El Shenawy","Director"
"s246","Paik Jong-won","Actor"
"s247","Roy Chiu","Actor"
"s247","Ann Hsu","Actor"
"s247","Tsai Chen-nan","Actor"
"s247","Chung Hsin-ling","Actor"
"s247","Yin Chen-hao","Director"
"s248","Jason Momoa","Actor"
"s248","Isabela Merced","Actor"
"s248","Manuel Garcia-Rulfo","Actor"
"s248","Amy Brenneman","Actor"
"s248","Brian Andrew Mendoza","Director"
"s249","Sandra Oh","Actor"
"s249","Jay Duplass","Actor"
"s249","Holland Taylor","Actor"
"s249","David Morse","Actor"
"s250","Asher Bishop","Actor"
"s250","David Tennant","Actor"
"s250","Michelle Gomez","Actor"
"s250","Jill Talley","Actor"
"s250","Dave Needham","Director"
"s251","Paolo Contis","Actor"
"s251","Yen Santos","Actor"
"s251","Hans Tórgarð","Actor"
"s251","Ruby Ruiz","Actor"
"s251","Veronica Velasco","Director"
"s252","Anton Yelchin","Actor"
"s252","Felicity Jones","Actor"
"s252","Jennifer Lawrence","Actor"
"s252","Charlie Bewley","Actor"
"s252","Drake Doremus","Director"
"s253","Philip Froissant","Actor"
"s253","Alice Dwyer","Actor"
"s253","Hanns Zischler","Actor"
"s253","Mercedes Müller","Actor"
"s253","Miguel Alexandre","Director"
"s254","Arvind Swamy","Actor"
"s254","Manisha Koirala","Actor"
"s254","Nasser","Actor"
"s254","Raja Krishnamoorthy","Actor"
"s254","Mani Ratnam","Director"
"s255","Alan C. Lim","Actor"
"s255","Paul Killam","Actor"
"s255","Maisie Benson","Actor"
"s255","Kerry Gudjohnsen","Actor"
"s256","Michael Harte","Director"
"s257","Idia Aisien","Actor"
"s257","Ndidi Obi","Actor"
"s257","Kenneth Okolie","Actor"
"s257","Zack Orji","Actor"
"s257","Tosin Igho","Director"
"s258","Dulquer Salmaan","Actor"
"s258","Nithya Menon","Actor"
"s258","Prakash Raj","Actor"
"s258","Leela Samson","Actor"
"s258","Mani Ratnam","Director"
"s259","Ludovica Francesconi","Actor"
"s259","Giuseppe Maggio","Actor"
"s259","Gaja Masciale","Actor"
"s259","Jozef Gjura","Actor"
"s259","Alice Filippi","Director"
"s260","Anmol Limbu","Actor"
"s260","Ishika Gurung","Actor"
"s260","Manju Chettri","Actor"
"s260","Banita Lagun","Actor"
"s260","Paakhi Tyrewala","Director"
"s261","Taylor Kitsch","Actor"
"s261","Nina Hoss","Actor"
"s261","Logan Marshall-Green","Actor"
"s261","Michael C. Hall","Actor"
"s262","Larissa Manoela","Actor"
"s262","Thati Lopes","Actor"
"s262","Bruno Montaleone","Actor"
"s262","David Sherod James","Actor"
"s262","Bruno Garotti","Director"
"s263","Laura Brownson","Director"
"s265","Elizabeth Banks","Actor"
"s265","James Marsden","Actor"
"s265","Gillian Jacobs","Actor"
"s265","Sarah Wright","Actor"
"s265","Steve Brill","Director"
"s266","Kaito Ishikawa","Actor"
"s266","Asami Seto","Actor"
"s266","Nao Toyama","Actor"
"s266","Atsumi Tanezaki","Actor"
"s268","Holly Hunter","Actor"
"s268","Harvey Keitel","Actor"
"s268","Sam Neill","Actor"
"s268","Anna Paquin","Actor"
"s268","Jane Campion","Director"
"s269","Matilda Lambert","Actor"
"s269","Ik Ogbonna","Actor"
"s269","Prince Sontoye","Actor"
"s269","Blossom Chukwujekwu","Actor"
"s269","Moses Inwang","Director"
"s270","Liza Jacqueline","Actor"
"s270","Helena Evangeliou","Actor"
"s270","Lisa Ortiz","Actor"
"s270","Kerry Williams","Actor"
"s271","John David Washington","Actor"
"s271","Boyd Holbrook","Actor"
"s271","Alicia Vikander","Actor"
"s271","Vicky Krieps","Actor"
"s271","Ferdinando Cito Filomarino","Director"
"s272","Rosa Salazar","Actor"
"s272","Eric Lange","Actor"
"s272","Catherine Keener","Actor"
"s272","Jeff Ward","Actor"
"s273","Tyler Posey","Actor"
"s273","Charlet Chung","Actor"
"s273","Jorge Diaz","Actor"
"s273","Camille Ramsey","Actor"
"s274","Finnegan Oldfield","Actor"
"s274","Nicolas Duvauchelle","Actor"
"s274","Guillaume Gouix","Actor"
"s274","Garance Marillier","Actor"
"s274","Juan Carlos Medina","Director"
"s275","Jane Fonda","Actor"
"s275","Lily Tomlin","Actor"
"s275","Martin Sheen","Actor"
"s275","Sam Waterston","Actor"
"s276","Chino Darín","Actor"
"s276","Nancy Dupláa","Actor"
"s276","Joaquín Furriel","Actor"
"s276","Peter Lanzani","Actor"
"s277","Diana Gómez","Actor"
"s277","Silma López","Actor"
"s277","Paula Malia","Actor"
"s277","Teresa Riott","Actor"
"s277","Inma Torrente","Director"
"s278","Andria Tayeh","Actor"
"s278","Rakeen Sa'ad","Actor"
"s278","Noor Taher","Actor"
"s278","Yara Mustafa","Actor"
"s279","Lokillo Florez","Actor"
"s279","Julián Gaviria","Director"
"s280","Ben Rausch","Actor"
"s280","Erica Lindbeck","Actor"
"s280","Dante Basco","Actor"
"s280","Brando Eaton","Actor"
"s280","Steven Yamamoto","Director"
"s282","Mike Ezuruonye","Actor"
"s282","Juliet Ochienge","Actor"
"s282","Angela Okorie","Actor"
"s282","Huddah Monroe","Actor"
"s282","Charles Uwagbai","Director"
"s283","Ximena Romo","Actor"
"s283","Mabel Cadena","Actor"
"s283","Alejandra Herrera","Actor"
"s283","Nelly González","Actor"
"s283","Julián Hernández","Director"
"s284","Sam Hobkinson","Director"
"s285","Joey King","Actor"
"s285","Joel Courtney","Actor"
"s285","Jacob Elordi","Actor"
"s285","Molly Ringwald","Actor"
"s285","Vince Marcello","Director"
"s286","Colin Firth","Actor"
"s286","Nicole Kidman","Actor"
"s286","Jeremy Irvine","Actor"
"s286","Stellan Skarsgård","Actor"
"s286","Jonathan Teplitzky","Director"
"s287","Laila Lockhart Kraner","Actor"
"s287","Tucker Chandler","Actor"
"s287","Juliet Donenfeld","Actor"
"s287","Maggi Lowe","Actor"
"s288","Khemanit Jamikorn","Actor"
"s288","Thitipoom Techaapaikhun","Actor"
"s288","Kannaporn Puangthong","Actor"
"s288","Premmanat Suwannanon","Actor"
"s288","Sakon Tiacharoen","Director"
"s289","Amparo Grisales","Actor"
"s289","Fernando Solórzano","Actor"
"s289","Angelica Blandon","Actor"
"s289","Katherine Escobar","Actor"
"s290","Yeo Jin-goo","Actor"
"s290","Lee Se-young","Actor"
"s290","Kim Sang-kyung","Actor"
"s290","Jung Hye-young","Actor"
"s291","Floyd Russ","Director"
"s292","Yoko Hikasa","Actor"
"s292","Katsuyuki Konishi","Actor"
"s292","Megumi Hayashibara","Actor"
"s292","Inuko Inuyama","Actor"
"s293","Maggie Smith","Actor"
"s293","Tom Courtenay","Actor"
"s293","Billy Connolly","Actor"
"s293","Pauline Collins","Actor"
"s293","Dustin Hoffman","Director"
"s294","Enhle Mbali","Actor"
"s294","Ramsey Nouah","Actor"
"s294","Dawn Thandeka Kang","Actor"
"s294","Idris Sultan","Actor"
"s294","Adze Ugah","Director"
"s295","Hikaru Iwamoto","Actor"
"s295","Tatsuya Fukazawa","Actor"
"s295","Raul","Actor"
"s295","Shota Watanabe","Actor"
"s295","Hideaki Takizawa","Director"
"s296","Alain Uy","Actor"
"s296","Ron Yuan","Actor"
"s296","Mykel Shannon Jenkins","Actor"
"s296","Jae Suh Park","Actor"
"s296","Quoc Bao Tran","Director"
"s297","Lior Raz","Actor"
"s297","Kaelen Ohm","Actor"
"s297","Sanaa Lathan","Actor"
"s297","Moran Rosenblatt","Actor"
"s298","Suriya","Actor"
"s298","Vijay Sethupathi","Actor"
"s298","Revathy","Actor"
"s298","Prakash Raj","Actor"
"s298","Bejoy Nambiar","Director"
"s298","Priyadarshan","Director"
"s298","Karthik Narain","Director"
"s298","Vasanth Sai","Director"
"s298","Karthik Subbaraj","Director"
"s298","Arvind Swamy","Director"
"s298","Rathindran R Prasad","Director"
"s298","Sarjun","Director"
"s298","Gautham Vasudev Menon","Director"
"s299","Falz","Actor"
"s299","Nse Ikpe-Etim","Actor"
"s299","Williams Uchemba","Actor"
"s299","Toni Tones","Actor"
"s299","Kayode Kasum","Director"
"s300","Suliane Brahim","Actor"
"s300","Sofian Khammes","Actor"
"s300","Marie Narbonne","Actor"
"s300","Raphaël Romand","Actor"
"s300","Just Philippot","Director"
"s301","Lin-Manuel Miranda","Actor"
"s301","Ynairaly Simo","Actor"
"s301","Zoe Saldana","Actor"
"s301","Juan de Marcos","Actor"
"s301","Kirk DeMicco","Director"
"s301","Brandon Jeffords","Director"
"s302","Shah Rukh Khan","Actor"
"s302","Deepika Padukone","Actor"
"s302","Nikitin Dheer","Actor"
"s302","Satyaraj","Actor"
"s302","Rohit Shetty","Director"
"s303","Cavi Borges","Director"
"s303","Luciano Vidigal","Director"
"s304","Luis Brandoni","Actor"
"s304","China Zorrilla","Actor"
"s304","Antonio Gasalla","Actor"
"s304","Julio De Grazia","Actor"
"s304","Alejandro Doria","Director"
"s305","Jackie Collins","Actor"
"s305","Laura Fairrie","Director"
"s306","Fernán Mirás","Actor"
"s306","Cecilia Dopazo","Actor"
"s306","Imanol Arias","Actor"
"s306","Héctor Alterio","Actor"
"s306","Marcelo Piñeyro","Director"
"s307","Ramsey Nouah","Actor"
"s307","Rita Dominic","Actor"
"s307","Chidi Mokeme","Actor"
"s307","Ibinabo Fiberesima","Actor"
"s307","Izu Ojukwu","Director"
"s308","Ashley Greene","Actor"
"s308","Shawn Ashmore","Actor"
"s308","Sharif Atkins","Actor"
"s308","Britt Baron","Actor"
"s308","Peter Winther","Director"
"s309","David Geffen","Actor"
"s309","Susan Lacy","Director"
"s310","Mark Towle","Actor"
"s310","Shawn Pilot","Actor"
"s310","Constance Nunes","Actor"
"s310","Tony Quinones","Actor"
"s311","Billy Corben","Director"
"s312","Ana Valeria Becerril","Actor"
"s312","Michael Ronda","Actor"
"s312","Yankel Stevan","Actor"
"s312","Zion Moreno","Actor"
"s313","Paris Hilton","Actor"
"s314","Ady An","Actor"
"s314","Vanness Wu","Actor"
"s314","Ann Hsu","Actor"
"s314","Wu Kang-ren","Actor"
"s315","Pruitt Taylor Vince","Actor"
"s315","Shelley Winters","Actor"
"s315","Liv Tyler","Actor"
"s315","Debbie Harry","Actor"
"s315","James Mangold","Director"
"s316","Genevieve Nnaji","Actor"
"s316","Omotola Jalade-Ekeinde","Actor"
"s316","Odalys Garcia","Actor"
"s316","Ulrich Que","Actor"
"s316","Chineze Anyaene","Director"
"s317","Roy Chiu","Actor"
"s317","Alice Ko","Actor"
"s317","Tia Lee","Actor"
"s317","Patrick Lee","Actor"
"s317","Hsu Fu-chun","Director"
"s318","Kristine Stolakis","Director"
"s319","Maximilian Schmidt","Actor"
"s319","Eva Müller","Director"
"s319","Michael Schmitt","Director"
"s320","Joe Chen","Actor"
"s320","Ming Dao","Actor"
"s320","Sam Wang","Actor"
"s320","Joyce Chao","Actor"
"s322","Weber Yang","Actor"
"s322","Lin Yo-Wei","Actor"
"s322","Megan Lai","Actor"
"s322","Amanda Chou","Actor"
"s323","Joe Chen","Actor"
"s323","Ethan Juan","Actor"
"s323","Baron Chen","Actor"
"s323","Bianca Bai","Actor"
"s324","Tina Fey","Actor"
"s324","Alec Baldwin","Actor"
"s324","Tracy Morgan","Actor"
"s324","Jane Krakowski","Actor"
"s325","Sarah Natochenny","Actor"
"s325","Suzy Myers","Actor"
"s325","Simona Berman","Actor"
"s325","Erica Schroeder","Actor"
"s326","Charles Grodin","Actor"
"s326","Bonnie Hunt","Actor"
"s326","Dean Jones","Actor"
"s326","Oliver Platt","Actor"
"s326","Brian Levant","Director"
"s327","Charles Grodin","Actor"
"s327","Bonnie Hunt","Actor"
"s327","Nicholle Tom","Actor"
"s327","Christopher Castile","Actor"
"s327","Rod Daniel","Director"
"s328","Ray Winstone","Actor"
"s328","Anthony Hopkins","Actor"
"s328","John Malkovich","Actor"
"s328","Angelina Jolie","Actor"
"s328","Robert Zemeckis","Director"
"s329","Scott Adkins","Actor"
"s329","Teodora Duhovnikova","Actor"
"s329","Alon Aboutboul","Actor"
"s329","Julian Vergov","Actor"
"s329","Todor Chapkanov","Director"
"s330","Leonardo DiCaprio","Actor"
"s330","Tom Hanks","Actor"
"s330","Christopher Walken","Actor"
"s330","Martin Sheen","Actor"
"s330","Steven Spielberg","Director"
"s331","Bill Hader","Actor"
"s331","Anna Faris","Actor"
"s331","James Caan","Actor"
"s331","Andy Samberg","Actor"
"s331","Phil Lord","Director"
"s331","Christopher Miller","Director"
"s332","Yusuke Kobayashi","Actor"
"s332","Reina Ueda","Actor"
"s332","Nichika Omori","Actor"
"s332","Taku Yashiro","Actor"
"s333","Thomas Jane","Actor"
"s333","Saffron Burrows","Actor"
"s333","Samuel L. Jackson","Actor"
"s333","Jacqueline McKenzie","Actor"
"s333","Renny Harlin","Director"
"s334","Matthew Broderick","Actor"
"s334","Alan Ruck","Actor"
"s334","Mia Sara","Actor"
"s334","Jeffrey Jones","Actor"
"s334","John Hughes","Director"
"s335","Haley Lu Richardson","Actor"
"s335","Cole Sprouse","Actor"
"s335","Moisés Arias","Actor"
"s335","Kimberly Hébert Gregory","Actor"
"s335","Justin Baldoni","Director"
"s336","Samuel L. Jackson","Actor"
"s336","Julianne Moore","Actor"
"s336","Edie Falco","Actor"
"s336","Ron Eldard","Actor"
"s336","Joe Roth","Director"
"s337","Kyle Chandler","Actor"
"s337","Connie Britton","Actor"
"s337","Aimee Teegarden","Actor"
"s337","Taylor Kitsch","Actor"
"s338","Dane Cook","Actor"
"s338","Jessica Alba","Actor"
"s338","Dan Fogler","Actor"
"s338","Ellia English","Actor"
"s338","Mark Helfrich","Director"
"s339","Megumi Han","Actor"
"s339","Mariya Ise","Actor"
"s339","Keiji Fujiwara","Actor"
"s339","Miyuki Sawashiro","Actor"
"s340","Wu Kang-ren","Actor"
"s340","Eve Ai","Actor"
"s340","Fu Meng-po","Actor"
"s340","Lin Mei-hsiu","Actor"
"s340","Mag Hsu","Director"
"s340","Hsu Chih-yen","Director"
"s341","Leonardo DiCaprio","Actor"
"s341","Joseph Gordon-Levitt","Actor"
"s341","Elliot Page","Actor"
"s341","Tom Hardy","Actor"
"s341","Christopher Nolan","Director"
"s342","John C. Reilly","Actor"
"s342","Philip Baker Hall","Actor"
"s342","Tom Cruise","Actor"
"s342","Julianne Moore","Actor"
"s342","Paul Thomas Anderson","Director"
"s343","Damon Wayans","Actor"
"s343","Karyn Parsons","Actor"
"s343","William Hickey","Actor"
"s343","Michael Ironside","Actor"
"s343","Nick Castle","Director"
"s344","Dan Aykroyd","Actor"
"s344","Jamie Lee Curtis","Actor"
"s344","Macaulay Culkin","Actor"
